client_id	path	sentence
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85472.mp3	llaqtaypiqa domingo p'unchaymi qhatuqa llaqta masiykuna waq llaqta runakuna imaymanatan hurqurimunku hunt'ay hunt'ayllataña
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85475.mp3	hamawt'akunaqa llaqtaypi yachay wasikunapi yacharichinku huch'uyninmanta hatun kanankukama sapankata munayta puririchinku
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85477.mp3	phuyukunan yana yanallataña huñurikunku wayrawan maqanarikuspan chaymanta chayamun
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85480.mp3	manan imatapis yuwayanichu wawallaraqmi karani paykuna hanaq pachaman ripurankuña
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85482.mp3	allillanmi karqan diospaq munayninwan allillanmanmi puririrqani
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85486.mp3	qasa kanantaqa yachani tutayaykuqtinmi hanaq pacha hunt'a ch'askayuq wayrantin phuqurin
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85489.mp3	manañan yuwaripunkuchu parlaripunkuchu runasimitaqa chaymi astawan qunqarikapushan
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85492.mp3	mamitayqa ancha sinchi warmillañan llapan wawankunapaq llaqta masinkunapaq allin ñanmanmi k'anchariwanku llapaykuta
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85494.mp3	waq llaqtakunapiqa runa masinsikuna sunqunqa anchallantañan kutiyaykapushankun chayraykun manaña pitapas qhawaripushankuñachu
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85495.mp3	qhichwa sutikunataqa yachani t'ikata killata intita ch'askachata
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85496.mp3	manan llakisqachu kashani kusi kusirikuspan purishani allillanta ruwanaykunata puririchispa
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85497.mp3	manan pipis ruwachishawanchu nuqaq munayñinpin munayñiypin ruwashani ashwan ashwan runasimiyta yacharinaypaq
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85498.mp3	celularniytaqa apanaqani waq runakunawan chanincharinaypaq waq imakunatapis ruwarinaypaq
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85499.mp3	manan munanichu ancha hayayniyuq mikhunakunata
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85500.mp3	qichwa simitaqa parlarini mamitaywanmi paymi yachan anchataqa
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85501.mp3	hospitalpin kasharani chaymantan kutirishaniña
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85502.mp3	waq llaqtapin tiyani hatun yachay wasimanmi purini chayraykun waq llaqtapi tiyani
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85503.mp3	wasiypiqa kan waturikuy wasi dispinsa wasi wayk'una wasi puñurikunakuna wasikuna
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85504.mp3	allin kawsayniyqa allinta llank'arispa allinta mikhurispa kusay kusayllataña chanincharispa allinkunaman astawan puririnapaq
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85505.mp3	llaqtaypiqa kawsarqanku chaqrata ruwaspa papata ch'uñuta isañuta ruwaspa uywankuta uywaspa allin kawsariranku
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85506.mp3	paqarinqa huñunarikuymanmi purinay kashan
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85507.mp3	qanqa imatapis atinki ruwayta kallpachaykukuy astawan yuyaychaykukuy astawan diosniykita mana qunqaspa allin ñanman puririy allinta llank'aspa puririy
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85508.mp3	aylluypiqa yanapanakuyku ayniwanmi mana chay kaqtintaq qulqiwanmi churarinakapuyku
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85509.mp3	huq ishkay kinsa tawa phishqa suqta qanchis pusaq isqun chunka
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85510.mp3	kunan watakunaqa umalliqkunaqa manañan ima hatun llank'aytapis ruwapushankuñachu nishu nishu maki sapallañan kaykapushanku
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85511.mp3	kay musuq watapiqa wasiytan ruwachisaq munayta hatarichisaq
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85512.mp3	qulqiwan musqukuyqa chiri wallpa runtuwan musqukuyqa wayra alquwan musqukuyqa makisapakuna purimunanpaq
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85513.mp3	manan piq takiqtapas riqsinichu chaymi mana yachanichu chay yachaykunamanta
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85514.mp3	aylluypiqa warmikunaqa muntirayuq lliqllayuq pullirayuq usutayuq
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85515.mp3	sunquy llakirin hinaqa waqaykapuni khuyaykaykapuni chayrayku familiaywan purini kusirikunaypaq
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85516.mp3	paykunaqa sapa p'unchay puririnku uywaq qhipanta intiwan wayrawan parawan ancha anchatan sullpayniyman paykunata puririsqankumanta uywa uywarisqankumanta chayrayku aychallapis kan mikhurinapaq
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85517.mp3	llaqtaypiqa nishu sasachakuymi kashan runa masiykuwan llaqta masiykuwan mineria nisqan llulla llullarikuspa maqanarichishawanku chaymi kashan nishu llakirikuy
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85518.mp3	qichwa rimaytaqa yacharani kawsarisqaymantapacha taytamamaykunata uyarispa
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85519.mp3	nuqamanqa gustariwan trucha t'impu sumaqllaña ch'uñuyuq papayuq uchuchayuq sumaq sumaqllaña
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85520.mp3	manan sapallay llank'aymanchu manacha atipaymanchu llapanta ruwaspa chayraykun huñullapi llank'ayman allinman puririchinapaq ima ruwasqaytapis
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85521.mp3	llaqtaypiqa uywanku suri paquchata wakayu paquchata wakata quwita
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85522.mp3	aylluypiqa sasachakuykunata allichariyku huñurikuspa yuyaycharinikuspa parlariyku huq ñanllaman chayarinapaq allin puririnapaq
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85523.mp3	nuqan munarani wamp'u runa kayta hatun hatun mama quchakunapi purimunaypaq
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85524.mp3	paquchakunaqa kusallataña wiñanku hatun sayayniyuq urqukunapi munay munayllataña ashkha chirillayuqtaña puririna
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85525.mp3	allin p'unchay allin tuta imaynallan ñapaykullayki allillanchu kashanki
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85526.mp3	kunan p'unchaykunaqa waq llaqtatan puririsaq waq ruwanaykunaman kashan
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85527.mp3	waq watakunaqa karanman chakitaqllawan chaqra ruwana kunanqa manañan kapushanñachu
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85528.mp3	pachamamaman haywarikunchis ancha ancha yupaychaywan llapan mikhuykunata animalninchiskunata uywansikunata nuqansis allin puririsqansimanta hatun hatun sulpaychaykukuspa
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85529.mp3	ari llapancha thuniyukunman aylluypiqa wasikunaqa hallp'a t'urullawanmi ruwasqa
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85530.mp3	nuqan yachayta munayman ashwan tecnologiakunanqa ashwanman puririshan chaytan yachayta munayman
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85531.mp3	sunquymanqa chayan llaqtaymanta takiykuna uña wawa kasqaymanta takiykuna
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85532.mp3	hatun yachay wasikunatan ruwayman runa masiykuna imaymana yachaykunata puririchinankupaq yacharinankupaq sumaqta
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85533.mp3	kinuwaqa ancha alimentollañan ashkha ashkha kallpanchakuyniyuq punu llaqtansipin masqa tarpukun
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85534.mp3	nuqaqa riqsirini peru suyunsimanta imaymana larullataña costa sierra selva sierra celtral central nisqallatan faltawan riqsiy
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85535.mp3	llaqtaypiqa manan kunan watakunaqa ñawpaqman thashkiy kashanchu umalliqninkunan nishullataña munayninkunata ruwaykapushanku
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85536.mp3	kunan p'unchayqa rikurqani q'illu t'ikata nabos t'ikata papa t'ikata
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85537.mp3	piru suyunsipiqa papaqa ashkha tukuyllañan mikhunansikunapiqa llaqtansipiqa qurihinallañan llapan wayk'uykusqansikunapi haykun mana faltallayuq
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85538.mp3	qhatukunamanqa puririni allin p'acharisqa lliqllayta aparikuspa imaymanakunata rantirikamunaypaq
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85539.mp3	wasiyqa munayllaña kunan para timpupiqa q'umirllaña imaymana laru rikurikun
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85540.mp3	kunanqa puñuykakapullaytañan munani sayk'usqa p'unchay llank'asqaymanta kashani
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85541.mp3	nuqaqa llank'ani p'acha siraypi wiña wawakunaq p'achanta ruwani
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85542.mp3	chakiyta k'irikuspaqa hampita ruwakuni ch'iri ch'iriyuqta mach'aqwayuqta kukayuqta
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85543.mp3	celularqa apamun imaymana yachaykunata willarikuykunata parlayta atinsi runa masinsikunawan llaqta masinsikunawan
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85544.mp3	nuqaqa munani allin pullirayuq p'achakuyta llikllachayuq munay sumbriruyuqta
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85545.mp3	ch'akiyqa chayamun mana para chayariqtin cambio climatico nisqa waq larukunaman contaminashun nisqa chayarimuqtin chayrayku may ratu ch'akiy chayamun
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85546.mp3	llakisqa masiytaqa niyman kallpancharikuy imapis tukukuyllaqmi puririy nuqan kashani kaypi yanaparinaykipaq
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85547.mp3	taytamamaywanqa rimarini vida kawsaymanta llank'arinamanta kusisqa purisqaymanta khuyay kasqaymanta imaymanamanta
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85548.mp3	llaqtaypiqa imaymana organisasion nisqakunan huñurikushanku hina ronda campesina hina irrigasion hina llaqtapi tiyaqkuna ayllupi tiyaqkuna llaqtaykuta allinman puririchinaykupaq
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85549.mp3	nuqaqa yanaparikuq kayta munayman runa masiykunaman kay runa simita mana españolman intindiriqkunata yanapayta munayman
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85550.mp3	intichay killachay atipachay ch'askachay quyllurchay illapachay kuychipachay
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85551.mp3	kunan wataqa allintan parayushan sapa p'unchaymi kay llaqtaypiqa paraykushan manañan may ratuqa intillapis lluqsirimushanñachu chiripis anchallatañan kaykushan
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85552.mp3	sumaq mikhunakunaqa trucha t'impucha aycha kankacha ch'uñu lawacha
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85553.mp3	kayta tukuspaqa siguillacha istudiasaq yacharisaq masta runa siminsita maykunata wakinta mana nishutachu allintachu puririchishani chayraykutan kunan kaytapis ruwarishani
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85554.mp3	manan imapis qhipashanchu q'alallatan imallatapis puririchishani chaymi kusisqalla kashani
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85555.mp3	peru suyunsipiqa riqsini piwra chimbote lima ika loreto ukayali arequipa kamana imaymana laruchakunatan wanuku chay laruchakunata imaymana laruchakunatan riqsishani
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85556.mp3	phisqa watapiqa waq suyukunapin puririmuyta munashani yachayninkunata yacharimuspa
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85557.mp3	qhichwataqa yacharqani wasiypi taytaykunata uyarispa parlarispa
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85558.mp3	yachay wasimanta tapukuy kaqtinqa puririni kasqan yachay wasita chaypi tapurikuni yachay masiqkunaq yachayninta
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85559.mp3	minchha p'unchayqa llank'aytan munani mas ashkha qulqi kananpaq
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85560.mp3	nuqaqa phuqllay raymitan munani imaraykutaq yaku unuwan phuqllarikunaypaq tusurikunaypaq llaqtaypaq usuchanta
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85561.mp3	llaqtaypiqa wawa unquq warmikunataqa qhawanku obstetra nisqakunan hospital hatun wasipi chaypin paykunaqa qhawachikamunku
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85563.mp3	apukunataqa hatun yupaychaywanmi qhawarina puririna paykunan hatun amachakuqkuna kanku nuqansi paykuna patapi puririnsi chayraykun yupaychakuspa purinari
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85565.mp3	llaqtaypiqa hatun raymiqa santuyuq llaqtaypaq chayamuqtinmi hatunllaña kusisqallaña runa masiykunaqa llaqta masiykunaqa
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85567.mp3	qanmi kanki nuqan kani paykunan kanku ashkha kanku
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85569.mp3	imaymana takiykunatan yachani español parlaypiqa runa siminsipiqa ima waqllantan riqsini
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85571.mp3	gubiernuq yanapaqninkunaqa aylluyman llaqtan imanqa manan chayamunchu manan rikurikunchu ima ruwasqankupis
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85573.mp3	kay watapiqa tarpurani papata avenata
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85575.mp3	imaraykullas ankas kanman manan yachaymanchu diospaq munayninpichá aqna kanman
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85576.mp3	qhaliraq kashani wapullataña kutirishani qhalillaña
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85577.mp3	yachay wasiypiqa imaymana yachachiqkuna kan nuqapis yacharishani allin hamawt'a kanaypaqmi
02e7c8277d653a9b6a9e0c32d920d49a	spontaneous-speech-qxp-85578.mp3	nuqaqa takiykunatan uyarini chaymantan ripuni puñukapuq
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87726.mp3	kasqa huch'uylla puna lomapi awichawan tiyaq kasqa maman mana uywarqanchu
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87727.mp3	nuqa llakisqa kashani kiruy nanashawan chaymanta
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87728.mp3	mas payaña kapusaq
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87729.mp3	khuyay llakisqa tarikuni
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87730.mp3	wayk'ukuni mikhunata
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87731.mp3	chhalli paqucha kan yanalla paqucha kan wakayana paqucha kan uña paqucha kan
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87732.mp3	qhatupi kasharqani
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87733.mp3	kukata akullini nutisiata radioyta uyarini
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87734.mp3	chunka ishkayniyuq chunka kinsayuq chunka tawayuq chunka phishqayuq chunka suqtayuq chunka qanchisniyuq chunka pusaqniyuq chunka isqunniyuq ishkay chunka ya
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87736.mp3	patronta mit'ana kaq unay timpuqa
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87737.mp3	ya yachaywasipi yachaqayku rumipi yupayta k'aspisitukunapi yupayta
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87738.mp3	wasiqa thunikunman
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87739.mp3	khuchi aychata mana munanichu
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87740.mp3	mamaypaq wiksanmanta paqarini hinaqa qhichwa parlaqpuni mamay hinaqa asta chaymanta parlani
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87741.mp3	kay killapiqa pasaqta paran loco febrero sutin
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87742.mp3	mana yuyarqunichu musqhukusqayta
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87743.mp3	uwihata qatini wakata qatini
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87744.mp3	wasita ruwani wawa kaspaqa puqllani wasita puenteta ruwani ahina
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87745.mp3	asillu llaqtata hamuyku raymichaq tusun tusuq llallinakuq tusuy llallinakuq
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87746.mp3	kiruy hampichikuq risaq
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87747.mp3	partida warmikuna qhawan
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87748.mp3	wasi t'uqupi qulqita waqaychayku
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87749.mp3	wasiymanta purini qhatuq mutupi
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87751.mp3	manan riqsinichu takiqkunataqa
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87752.mp3	qulqita waqaychani mantilta munani qulqita waqaychani llawita
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87753.mp3	warmikuna churakuyku manterata phulluta p'istuta qharikunataq sumpiruta churakun uhantata pantaluntawan
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87754.mp3	llaqtaymanta karu purina aylluymanta llaqtayman karu chakipi purinki urquta wichanki pampata mayuta pasanki ahina
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87755.mp3	celular willakuykunata apamun chayta qhawani
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87756.mp3	wachakuna kan phaltay allmillay muntiray
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87757.mp3	sapallay llamk'ayta munani ratu nuqa ruwani sapay
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87759.mp3	sini uywaq wisinuykunata
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87761.mp3	karqan qillay waqtakuq asut'ikuq k'amikuq
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87762.mp3	kay simana qhiparishan papa allmana
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87763.mp3	ancha qullqi kanna wasita rantikuyman
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87764.mp3	mistikuna paqarichirqan llaqtayta
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87765.mp3	hamawt'ata tapukuni
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87766.mp3	warmi masiykuna kuka akullaq kanku
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87767.mp3	pushkanata willma pushkanata chaymantaqa franata chusi awanapaq punchu awanapaq parlayku rimayku
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87768.mp3	wawaykunaqa profesional kanku chaymanta kusisqa kashani
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87769.mp3	yana phuyu phuyuman yasuta suti para chayan
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87770.mp3	kay simana puqllay simanapi qura t'ikakunata apamunku istansiamanta panti t'ikata hallu hallu t'ikata chaykunata apamunku
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87771.mp3	manaña qhichwata parlayta wawakunapis munapunchu kunanqa chayri pisi kapun mana atipunkuchu parlayta
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87772.mp3	wayk'uyta yachachiwarqan mamay
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87773.mp3	gubirnuykunaq yanapaynin mana allinchu
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87774.mp3	limata purinku chay runakuna mana qhichwata parlayta atipunchu llaqtaypi
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87775.mp3	uywa uywaqkunaqa chiqchipi rit'ipi purinku sasata waraquta saruspa paku pakuta saruspa purinku
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87776.mp3	mincha purisaq llaqtata kuka rantikuq kachi rantikuq kiru sini rantikuq
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87777.mp3	pacha mamaqa quwanchis mikhunata imaymanata llamk'anata chay patapi llamk'anchis mikhunchis imata manata ruwanchis
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87778.mp3	sapanka tinintita ruwanku muyunku muyuchinku huq wasiñataq huq watapi huq wasiñataq ahinata ruwanku
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87779.mp3	hawk'a llaqtay kapun llaqtayqa machu runa paya warmikunallaña tiyan sipaskunaqa jovenkuna ripun waq llaqtata
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87780.mp3	hatun mamay willaq kawan mata condenadomanta parlaq kaq mana condenado qupuriq unay tiempopi nin bastante
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87781.mp3	wintiyta munani askhata qullqiyta munani
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87782.mp3	ama llakikuychu nini masiyta
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87783.mp3	chicharunta munani mikhuyta askhata aychata munani
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87784.mp3	uliaca llaqtapi tiyani waskan wintikuni chaypi sapa tuta achka qullqi wawaykunaq estudiachinaypaq
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87785.mp3	ruk'i papaq urin qañiwa urin siwara urin chay llaqtaypi
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87786.mp3	kunan watapi mana allintachu paran qhipata paran kunan kasarqapushan
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87787.mp3	pachamamaman haywarikunchis huk p'unchay agosto killapi primero agosto
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87788.mp3	p'achayta t'aqsasaq kunan p'unchay
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87789.mp3	wasiqa kan punkuyuq wintanayuq chaymanta k'iklluyuq ahina
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87790.mp3	qañiwa lawa sumaq mikhuna
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87791.mp3	mutu phawachiyta yachaqayta munani
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87792.mp3	sasachakuy nuqapaq mana sasachakuy hamushan kay watakuna qhipa watakuna wawakunapaq ichaqa allin paya machupaq manaña allinchu
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87793.mp3	nuqa juana pay maria qan inis
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87794.mp3	hatarispa puñunayta qatani p'achakuni chaymanta uyayta uphakuni umayta saqrakuni chaymantaqa wayk'ukuni kayta ruwani
04226b3354c091705877032ef922beb5	spontaneous-speech-qxp-87795.mp3	allinta mikhuna allin sumaq kawsanapaq mikhuna allinta ama k'aminakunachu allinta ruwana imatapis mana phiña purinachu ahina
