client_id	audio_id	path	duration_ms	prompt_id	prompt	transcription_raw	votes	age	gender	accents	variant	language	prompt_upvotes	prompt_reports	is_edited	split	char_per_sec	quality_tags	sentence
ae1ffa62321ae9eddbb74a6e1c09cc39	40530	spontaneous-speech-qxp-40530.mp3	29160	4377	Ima llakikuykunataq llaqtaykipi sasachakushan?	Llaqtaypiqa manan allin yachachiqkuna kanchu chayrayku yachaqaqkuna mana hatun yachay wasikunaman haykunkuchu, chayrayku hatun llaqtakunaman ripunku Punumanpis Limamampis Arequipamampis utaq Qusqumanpis. Hinaspawampis wakillan hatun yachay wasikunaman haykunku, huqkunaqa mana haykuyta atispa llamk'aq ima ripunku anchay ñampitaq, wawayuq utaq warmiyuq kapunku.	1	twenties	female_feminine	Perú, Puno, Nuñoa 		Puno Quechua	0	0	0	train	11.042524005486968		llaqtaypiqa manan allin yachachiqkuna kanchu chayrayku yachaqaqkuna mana hatun yachay wasikunaman haykunkuchu chayrayku hatun llaqtakunaman ripunku punumanpis limamampis arequipamampis utaq qusqumanpis hinaspawampis wakillan hatun yachay wasikunaman haykunku huqkunaqa mana haykuyta atispa llamk'aq ima ripunku anchay ñampitaq wawayuq utaq warmiyuq kapunku
ae1ffa62321ae9eddbb74a6e1c09cc39	40531	spontaneous-speech-qxp-40531.mp3	18540	4371	Ima llamk'ayniyuq kaytataq astawan munanki, imaraykutaq?	Manan munasqa llank'ayniyuqchu kani manaraqtaq hatun yachay wasita hunt'achinichu nuqa yachachinaypaq, hinapas liyiytaqa pasaqta munani, yachachiq kaspaqa munasqay mayt'ukunata yachachisaq yachaqaqniykunaman.	1	twenties	female_feminine	Perú, Puno, Nuñoa 		Puno Quechua	0	0	0	train	10.140237324703344		manan munasqa llank'ayniyuqchu kani manaraqtaq hatun yachay wasita hunt'achinichu nuqa yachachinaypaq hinapas liyiytaqa pasaqta munani yachachiq kaspaqa munasqay mayt'ukunata yachachisaq yachaqaqniykunaman
ae1ffa62321ae9eddbb74a6e1c09cc39	40532	spontaneous-speech-qxp-40532.mp3	14940	4381	Ima mikhunakunataq sumaqllaña?	Nuqaqa allinta t'imputa mikhuni, aychayuqta, papayuqta, ch'uñuyuqta, murayuqta ima, kay mikhunaqa maymampis apakullanmanmi huk awallawan ch'uqaykunki.	1	twenties	female_feminine	Perú, Puno, Nuñoa 		Puno Quechua	0	0	0	train	9.036144578313252		nuqaqa allinta t'imputa mikhuni aychayuqta papayuqta ch'uñuyuqta murayuqta ima kay mikhunaqa maymampis apakullanmanmi huk awallawan ch'uqaykunki
ae1ffa62321ae9eddbb74a6e1c09cc39	40533	spontaneous-speech-qxp-40533.mp3	13428	4368	Imamantataq qan llakisqa kashanki?	Paqarinmi yachachiq hina llamk'ayta qallarisaq, mana hayk'aqpis yachachiqchu kani irqikunataqa, manapis allintachu yachachiyman hina, imas rikhurinman? Anchaymanta llakisqa kashani.	1	twenties	female_feminine	Perú, Puno, Nuñoa 		Puno Quechua	0	0	0	train	12.138814417634793		paqarinmi yachachiq hina llamk'ayta qallarisaq mana hayk'aqpis yachachiqchu kani irqikunataqa manapis allintachu yachachiyman hina imas rikhurinman anchaymanta llakisqa kashani
ae1ffa62321ae9eddbb74a6e1c09cc39	40534	spontaneous-speech-qxp-40534.mp3	15480	4395	Imaynatataq allin kawsayniykita kachinki?	Manan nuqaqa qarata hayt'aqchu kani, phawani hinapis surq'aytan nanachiwan, chayrayku unullata uhani, pisillatataq mikhumuni, wakin kutitaq pisillata purini hina.	1	twenties	female_feminine	Perú, Puno, Nuñoa 		Puno Quechua	0	0	0	train	9.30232558139535		manan nuqaqa qarata hayt'aqchu kani phawani hinapis surq'aytan nanachiwan chayrayku unullata uhani pisillatataq mikhumuni wakin kutitaq pisillata purini hina
ae1ffa62321ae9eddbb74a6e1c09cc39	40535	spontaneous-speech-qxp-40535.mp3	33768	4374	Taytaykimanta willarikamuy.	Taytayqa paqarirqan Nuñoa llaqtapi, taytamamanpaq kuraq churinmi, chaymantataq huk sullk'a wawata yapakurqanku chay wawaq sutinqa Esteban. Paykunaqa iskaynillanku tiyaq kanku, taytayqa Tupac Amaru yachaywasipi yachaqarqan, payqa ñawpaq watakunapi yachachirqan kuraq runakunata, mana liyiyta mana qillqayta yachaqtinku. Payqa kay watapi hunt'an suqta chunka suqtayuq watata.	1	twenties	female_feminine	Perú, Puno, Nuñoa 		Puno Quechua	0	0	1	train	9.772565742714995		taytayqa paqarirqan nuñoa llaqtapi taytamamanpaq kuraq churinmi chaymantataq huk sullk'a wawata yapakurqanku chay wawaq sutinqa esteban paykunaqa iskaynillanku tiyaq kanku taytayqa tupac amaru yachaywasipi yachaqarqan payqa ñawpaq watakunapi yachachirqan kuraq runakunata mana liyiyta mana qillqayta yachaqtinku payqa kay watapi hunt'an suqta chunka suqtayuq watata
ae1ffa62321ae9eddbb74a6e1c09cc39	40536	spontaneous-speech-qxp-40536.mp3	31608	4372	Ima raymitaq aswan munasqayki hinaspa imarayku?	Karnavalmi aswan munasqay raymiqa, imaraykuchus imapis hukhina llimphiyuqkama, kanmi huk llimphiyuq aqu, chaywan uyankunaman churanku, wakin runakunaqa pandillata tusunku paykunaq liqllankuna munay llimphikunayuq chaymantataq urqukunapis q'umirianku munayta rurukunapis t'ikayta taripanku. Hinallataqmi chay raymipi sumaq mikhunakunatawan wayk'unku.	1	twenties	female_feminine	Perú, Puno, Nuñoa 		Puno Quechua	0	0	0	train	9.934193874968363		karnavalmi aswan munasqay raymiqa imaraykuchus imapis hukhina llimphiyuqkama kanmi huk llimphiyuq aqu chaywan uyankunaman churanku wakin runakunaqa pandillata tusunku paykunaq liqllankuna munay llimphikunayuq chaymantataq urqukunapis q'umirianku munayta rurukunapis t'ikayta taripanku hinallataqmi chay raymipi sumaq mikhunakunatawan wayk'unku
ae1ffa62321ae9eddbb74a6e1c09cc39	40537	spontaneous-speech-qxp-40537.mp3	14148	4367	Imataq manchachisunkiman?	Imaymanakunan manchachiwan, illapan hina, chaymatataqmi wakakunatapas, manchakuni hatun umayuq kaqtinku, waqrankupis millaymi. Chayrayku millayta musqhuchiwan.	1	twenties	female_feminine	Perú, Puno, Nuñoa 		Puno Quechua	0	0	0	train	10.248798416737348		imaymanakunan manchachiwan illapan hina chaymatataqmi wakakunatapas manchakuni hatun umayuq kaqtinku waqrankupis millaymi chayrayku millayta musqhuchiwan
ae1ffa62321ae9eddbb74a6e1c09cc39	40538	spontaneous-speech-qxp-40538.mp3	22356	4386	Imatataq musuq watapi ruwanki?	Musuq watapi watukurqani ñañaymasiyta Shirley sutiyuq, llaqtaykupi purinaqarqayku qhatukuna qhawaspa, chaymantataq wasiyman kutirqani aylluywan musuq wata suyanaypaq. Chaymantaqa waqharqani munasqay runakunata, qhipantin p'unchay khuchi kankata wayk'unanchispaq. 	1	twenties	female_feminine	Perú, Puno, Nuñoa 		Puno Quechua	0	0	0	train	10.601180891035964		musuq watapi watukurqani ñañaymasiyta shirley sutiyuq llaqtaykupi purinaqarqayku qhatukuna qhawaspa chaymantataq wasiyman kutirqani aylluywan musuq wata suyanaypaq chaymantaqa waqharqani munasqay runakunata qhipantin p'unchay khuchi kankata wayk'unanchispaq
ae1ffa62321ae9eddbb74a6e1c09cc39	40539	spontaneous-speech-qxp-40539.mp3	14940	4361	Yachankichu apukunaq sutinta?	Ari, yachanin. Kaymi kashan apukunaq sutin: Apu Urqurara, Apu Qanqawi, Apu Puka Antakalla, Apu Muru Pukara, Apu Sallkantay chay kunallatan yachani.	1	twenties	female_feminine	Perú, Puno, Nuñoa 		Puno Quechua	0	0	0	train	8.500669344042839		ari yachanin kaymi kashan apukunaq sutin apu urqurara apu qanqawi apu puka antakalla apu muru pukara apu sallkantay chay kunallatan yachani
ae1ffa62321ae9eddbb74a6e1c09cc39	40540	spontaneous-speech-qxp-40540.mp3	39960	4373	Mamaykimanta willarikamuy.	Mamayqa kay kawsaypi aswan munasqay runa, aswan munakusaqtaqmi, payqa Parqa Parqa hallp'api paqarirqan, chunka hukniyuq wayqipanakunawan wiñarqan. Hatun mamaypaq sutinqa karqan Isidora, hatun taytaypaq sutinqa mana yuyanichu. Uywa michipakuymi aswam munasqa llamk'aynin karqan, payqa mana munarqanchu llaqtapi tiyayta, payqa taytaywan masachakurqan hinaspam suqta qhari churiyuq karqanku, hinaspataq qhipaman huk ususita yapayukunku.	1	twenties	female_feminine	Perú, Puno, Nuñoa 		Puno Quechua	0	0	0	train	9.584584584584585		mamayqa kay kawsaypi aswan munasqay runa aswan munakusaqtaqmi payqa parqa parqa hallp'api paqarirqan chunka hukniyuq wayqipanakunawan wiñarqan hatun mamaypaq sutinqa karqan isidora hatun taytaypaq sutinqa mana yuyanichu uywa michipakuymi aswam munasqa llamk'aynin karqan payqa mana munarqanchu llaqtapi tiyayta payqa taytaywan masachakurqan hinaspam suqta qhari churiyuq karqanku hinaspataq qhipaman huk ususita yapayukunku
ae1ffa62321ae9eddbb74a6e1c09cc39	40541	spontaneous-speech-qxp-40541.mp3	23976	4390	Kunan llamkaynikimanta willakuy. Imapitaq llamkanki?	Kunanqa Punu llaqtapi hatun yachay wasipi yachamushani kay hatun yachay wasiq sutinqa Universidad Nacional del Altiplano, anchaypi yachaqashani chaymanta wayna sipaskunata yachachinaypaq. Kunanqa llamk'ashani huch'uy wawakunata yachachispa liyiyta, qillqanata, yupayta ima.	1	twenties	female_feminine	Perú, Puno, Nuñoa 		Puno Quechua	0	0	0	train	10.135135135135137		kunanqa punu llaqtapi hatun yachay wasipi yachamushani kay hatun yachay wasiq sutinqa universidad nacional del altiplano anchaypi yachaqashani chaymanta wayna sipaskunata yachachinaypaq kunanqa llamk'ashani huch'uy wawakunata yachachispa liyiyta qillqanata yupayta ima
ae1ffa62321ae9eddbb74a6e1c09cc39	40542	spontaneous-speech-qxp-40542.mp3	18900	4369	Imamantataq qan kusisqa kashanki?	Runa munasqayta rikuni hina anchata kusikuni, uqllani ima, paywanmi tukuy imakunamanta parlayku, payqa sinchita kusichiwan, chaymantataqmi asikuynin uyariyqa munay takiykunatapis uyarishayman hina.	1	twenties	female_feminine	Perú, Puno, Nuñoa 		Puno Quechua	0	0	0	train	9.312169312169312		runa munasqayta rikuni hina anchata kusikuni uqllani ima paywanmi tukuy imakunamanta parlayku payqa sinchita kusichiwan chaymantataqmi asikuynin uyariyqa munay takiykunatapis uyarishayman hina
ae1ffa62321ae9eddbb74a6e1c09cc39	40543	spontaneous-speech-qxp-40543.mp3	18000	4360	Imayna t'ikakunatataq kay qanchis p'unchaw rikurqanki?	Qayna p'unchay llaqtaypi, Urqurara sutiyuq urquman hampi t'ikakunata maskhaq rirqani, anchaypitaqmi kay t'ikakunata rikumurqani: llama llama, ch'iri ch'iri, q'illu t'ika, khishkaq t'ikanta, muñata ima.	1	twenties	female_feminine	Perú, Puno, Nuñoa 		Puno Quechua	0	0	0	train	9.88888888888889		qayna p'unchay llaqtaypi urqurara sutiyuq urquman hampi t'ikakunata maskhaq rirqani anchaypitaqmi kay t'ikakunata rikumurqani llama llama ch'iri ch'iri q'illu t'ika khishkaq t'ikanta muñata ima
ae1ffa62321ae9eddbb74a6e1c09cc39	40544	spontaneous-speech-qxp-40544.mp3	14328	4358	Piwantaq qichwa simita rimanki?	Taytaypaq qhatu wasinan kan, chayta qichwa rimaq runa rantikuq rin, chaymantataq tataywan, turiywan, papaypaq qhachunniwan ima runa simita parlani.	1	twenties	female_feminine	Perú, Puno, Nuñoa 		Puno Quechua	0	0	0	train	9.003350083752093		taytaypaq qhatu wasinan kan chayta qichwa rimaq runa rantikuq rin chaymantataq tataywan turiywan papaypaq qhachunniwan ima runa simita parlani
ae1ffa62321ae9eddbb74a6e1c09cc39	40545	spontaneous-speech-qxp-40545.mp3	39420	4376	Imaynatataq samarinki, yuyayniykipas qhali kananpaq?	Anchata qillqayqa kusichiwan samachiwantaq hina, chaymantaqa llakiy takiykunata uyarini hina kaqllataq samarini. Kaykunata ruwani hina imaymana yuyaykuna umayman chayamun hinaspataqmi qillqayta qallarini. Nuqaqa astawan qillqani llakikuymanta, ayllu sasachakuykunamanpis munakuy sasachakuykunapis. Qillqasqay willakuykunapiqa sapa kutin huk hatun runata wañuchini, qillqayqa yanapawan imachá sunquypi waqaychasqa kashan chayta hawaman hurqunaypaq.	1	twenties	female_feminine	Perú, Puno, Nuñoa 		Puno Quechua	0	0	0	train	10.17250126839168		anchata qillqayqa kusichiwan samachiwantaq hina chaymantaqa llakiy takiykunata uyarini hina kaqllataq samarini kaykunata ruwani hina imaymana yuyaykuna umayman chayamun hinaspataqmi qillqayta qallarini nuqaqa astawan qillqani llakikuymanta ayllu sasachakuykunamanpis munakuy sasachakuykunapis qillqasqay willakuykunapiqa sapa kutin huk hatun runata wañuchini qillqayqa yanapawan imachá sunquypi waqaychasqa kashan chayta hawaman hurqunaypaq
ae1ffa62321ae9eddbb74a6e1c09cc39	40546	spontaneous-speech-qxp-40546.mp3	13716	4388	Imaynatan takikuna sunquykiman chayan?	Munay takiykunaqa sunquyta anchata kusirichiwan, llakiymanta hinaqa llakichillawantaq, kay takiykunaqa aswanta kawsarichiwan, ima ruwanaykunatapis kusisqa ruwachiwan.	1	twenties	female_feminine	Perú, Puno, Nuñoa 		Puno Quechua	0	0	0	train	11.00904053659959		munay takiykunaqa sunquyta anchata kusirichiwan llakiymanta hinaqa llakichillawantaq kay takiykunaqa aswanta kawsarichiwan ima ruwanaykunatapis kusisqa ruwachiwan
ae1ffa62321ae9eddbb74a6e1c09cc39	40547	spontaneous-speech-qxp-40547.mp3	13896	4380	Ima p'achawantaq p'achakuyta munanki?	Nuqaqa ñawpaq watakuna p'achakunawan p'achakuyta munani, chay p'achakuna sumaqtakama qhawarini, llimphinkunapis mana nishu k'anchariq kanku mana kunan p'achakuna hinachu.	1	twenties	female_feminine	Perú, Puno, Nuñoa 		Puno Quechua	0	0	0	train	10.938399539435808		nuqaqa ñawpaq watakuna p'achakunawan p'achakuyta munani chay p'achakuna sumaqtakama qhawarini llimphinkunapis mana nishu k'anchariq kanku mana kunan p'achakuna hinachu
ae1ffa62321ae9eddbb74a6e1c09cc39	40548	spontaneous-speech-qxp-40548.mp3	19800	4383	Imaynatataq llaqtaykipi runakuna umalliqta akllanku?	Llaqtaypi sapa tawa wata huñunakunku umalliqta akllanankupaq. Umalliq akllanapaqqa chunka pusaqniyuq watayuq utak kuraq kanayki. Llipin p'unchaypi aparikun chayqa hinataq, qhipa tutamantanta willakunku pis qanqa musuq umalliq chayta.	1	twenties	female_feminine	Perú, Puno, Nuñoa 		Puno Quechua	0	0	0	train	10.404040404040405		llaqtaypi sapa tawa wata huñunakunku umalliqta akllanankupaq umalliq akllanapaqqa chunka pusaqniyuq watayuq utak kuraq kanayki llipin p'unchaypi aparikun chayqa hinataq qhipa tutamantanta willakunku pis qanqa musuq umalliq chayta
ae1ffa62321ae9eddbb74a6e1c09cc39	40549	spontaneous-speech-qxp-40549.mp3	24516	4393	Willay imayna runa kasqaykimanta. Imakunataq wakin kallpaykikuna?	Nuqaqa kani allin kallpasapa, kusisqa, llamkaq runa ichaqa kanitaqmi huk runa tukuy imamanta llakikuq hinaspa pasaqta yuyaychakuq runa kani, ratulla imamantapis waqani hinallataqmi khuyasqankunata anchata khuyaq hinaspa chaninchaq runa kani.	1	twenties	female_feminine	Perú, Puno, Nuñoa 		Puno Quechua	0	0	0	train	8.647413933757546		nuqaqa kani allin kallpasapa kusisqa llamkaq runa ichaqa kanitaqmi huk runa tukuy imamanta llakikuq hinaspa pasaqta yuyaychakuq runa kani ratulla imamantapis waqani hinallataqmi khuyasqankunata anchata khuyaq hinaspa chaninchaq runa kani
ae1ffa62321ae9eddbb74a6e1c09cc39	40550	spontaneous-speech-qxp-40550.mp3	21168	4391	Quwaqchu ima rimayllatapis hamuq pacha wayna sipaskunapaq?	Wayna sipaskunata nisaq ama kawsayniykita usuchiychu manaña kutichiyta chaymanta atinkichu, hinallataq k'uchi kanayqi, chaymantapis niyman taytamamaykikunawan aswanta p'unchayanayki manaraq wañushaqtinku.	1	twenties	female_feminine	Perú, Puno, Nuñoa 		Puno Quechua	0	0	0	train	8.739606953892668		wayna sipaskunata nisaq ama kawsayniykita usuchiychu manaña kutichiyta chaymanta atinkichu hinallataq k'uchi kanayqi chaymantapis niyman taytamamaykikunawan aswanta p'unchayanayki manaraq wañushaqtinku
ae1ffa62321ae9eddbb74a6e1c09cc39	40551	spontaneous-speech-qxp-40551.mp3	24228	4382	Imaynatan yacharqanki qichwa rimayta?	Nuqaqa taytamamayrayku qichwa rimayta yachamurqani, paykunaqa sapa p'unchay qichwa simillapi parlaq karanku anchaypitaq uyarispa hina nuqaqa yachamurqani runa simi parlayta hinaspawampis yaqa llapan irqimasiykuna qichwa rimayta yacharqankuña hinataq paykunawan parlaq karani.	1	twenties	female_feminine	Perú, Puno, Nuñoa 		Puno Quechua	0	0	0	train	10.112266798745251		nuqaqa taytamamayrayku qichwa rimayta yachamurqani paykunaqa sapa p'unchay qichwa simillapi parlaq karanku anchaypitaq uyarispa hina nuqaqa yachamurqani runa simi parlayta hinaspawampis yaqa llapan irqimasiykuna qichwa rimayta yacharqankuña hinataq paykunawan parlaq karani
ae1ffa62321ae9eddbb74a6e1c09cc39	40552	spontaneous-speech-qxp-40552.mp3	22140	4384	Maypitaq tiyanki, imarayku?	Nuqaqa taytayraymi Nuñoa llaqtaypiqa tiyashani, aswampis Punu llaqtapi tiyallanitaq hatun yachay wasipi kashaqtiy. Kunanqa Nuñoa llaqtapi yachachiq hina llamk'ashani, nuqaqa yachachini huch'uy wawakunata liyiyta, yupayta sichus atikuqtintaq qillqaytawan.	1	twenties	female_feminine	Perú, Puno, Nuñoa 		Puno Quechua	0	0	0	train	10.25293586269196		nuqaqa taytayraymi nuñoa llaqtaypiqa tiyashani aswampis punu llaqtapi tiyallanitaq hatun yachay wasipi kashaqtiy kunanqa nuñoa llaqtapi yachachiq hina llamk'ashani nuqaqa yachachini huch'uy wawakunata liyiyta yupayta sichus atikuqtintaq qillqaytawan
ae1ffa62321ae9eddbb74a6e1c09cc39	40553	spontaneous-speech-qxp-40553.mp3	20628	4387	Pitaq wayk'uyta yachachirqasunki?	Nuqaqa niymanraqmi mamaymi wayk'uyta yachachiwarqan nisqa ichaqa manan, wayk'uyta yachachiwarqan mamaypaq qhachunin Vanesa Lima llaqtapi tiyashaqtiyraq. Chay watakunaqa hatun yachay wasita haykunay kasharqan hinan chayrayku wayk'uyta yachamuni.	1	twenties	female_feminine	Perú, Puno, Nuñoa 		Puno Quechua	0	0	0	train	10.56815978281947		nuqaqa niymanraqmi mamaymi wayk'uyta yachachiwarqan nisqa ichaqa manan wayk'uyta yachachiwarqan mamaypaq qhachunin vanesa lima llaqtapi tiyashaqtiyraq chay watakunaqa hatun yachay wasita haykunay kasharqan hinan chayrayku wayk'uyta yachamuni
ae1ffa62321ae9eddbb74a6e1c09cc39	40554	spontaneous-speech-qxp-40554.mp3	14256	4379	Pita tapukunki ima unquymanta tapukuyniyki kaqtin?	Pipis unququn aylluypi hinaqa hampina wasiman puriykun, chaypiña hampiqkunata tapukun hinallataq willakun imanchá nanan chayta, nuqapis aknallatataq ruwani.	1	twenties	female_feminine	Perú, Puno, Nuñoa 		Puno Quechua	0	0	0	train	9.750280583613916		pipis unququn aylluypi hinaqa hampina wasiman puriykun chaypiña hampiqkunata tapukun hinallataq willakun imanchá nanan chayta nuqapis aknallatataq ruwani
